username;location;tweet_text;created_at;retweets;likes;language;Foreigner
ViperV111;no_location;Wer htte das gedacht Und worber wird diskutiert ist Lebensfreude Darum Berlin Fast 40 Prozent der SilvesterTter ohne deutschen Pass;07.01.25 00:36;0;2;de;NO
von_palme;no_location;Jeder Berliner auch der komplett Grnverwahrloste wei wer den Straenterror jedes Jahr an verbreitet Die grnverwahrloste Politik jault kurz auf und das war es dann Leute geht whlen via welt;09.01.25 10:18;0;2;de;NO
Walter_G__;Bayern;welt Es soll also vertuscht werden die in strafbar;08.01.25 22:04;0;2;de;NO
Weber_AfD;Paderborn;Die meisten Silvesterjihadisten in Berlin hatten einen arabischen Vornamen Wie kommt das blo Ich dachte alle Menschen seien gleich Deutsche machten das doch auch und nur ein Bllerverbot knnte uns helfen;09.01.25 09:10;0;0;de;NO
wellpresso;Impressum:;In den letzten Jahren hat die globale Landschaft eine faszinierende Verschmelzung von zwei transformierenden Trends erlebt dem Aufstieg von und der anhaltenden Popularitt von;09.01.25 13:27;0;0;de;NO
WissenWerteWand;no_location;Kritik am Krankenhausgesetz Gelder fr falsche Projekte;09.01.25 08:05;0;3;de;NO
Witcher__77;Germany;nikschrader Vuelleicht hast Du wrtlich den Knall nicht gehrt Daher fliegt die Linke am 2302 aus dem BT;09.01.25 08:14;0;2;de;NO
wn24aktuell;Wiener Neustadt, Österreich;Wiener Neustadt Kostenlose Beratung fr sehbeeintrchtigte Menschen Angebot der Hilfsgemeinschaft der Blinden und Sehschwachen sterreichs;09.01.25 16:12;0;0;de;YES
wochenblattnews;Aulendorf;Neue Lasertherapie revolutioniert die Behandlung der Prostatavergrerung;09.01.25 13:27;0;1;de;NO
wochenblattnews;Aulendorf;Waldseer Stadtsee wird zum Schauplatz der Nachlssigkeit;04.01.25 16:27;0;0;de;NO
wochenblattnews;Aulendorf;19 Millionen Menschen fordern Bllerverbot;06.01.25 19:41;0;0;de;NO
Wollihood;no_location;Viele reden nach in vom Rechtsstaat und fordern die volle Hrte dessen Wie das dann in der Realitt aussieht zeigt meine Anfrage zu den Verurteilungen nach den Krawallen der letzten beiden Jahre Kein einziger Tter in Haft und zig;08.01.25 14:14;1;3;de;NO
wyschilgod2019;no_location;an 10000 im betroffen 08 Januar 2025 1816 Uhr;08.01.25 18:24;0;0;de;NO
xSaxtoniX;Deutschland;Die Geschehnisse in Berlin zu Silvester noch mal in ein Video;08.01.25 16:40;1;5;de;NO
Yoga_Therapie;Papenburg;Spirituelle Ursache deiner Blockaden lsen Lesen Wie du mit ChakraMeditation deine Emotionen reinigst und blockierte Lebenskraft frei setzt Lesen;09.01.25 09:45;0;0;de;NO
YohanYorn;Freiluftklapse ;Das waren bestimmt die fiesen;06.01.25 11:58;0;2;de;NO
Zecory6569;no_location;Der Staat hat keine Kontrolle darber wer sich hier aufhlt und Warum Kugelbomben und Polizeipannen nicht unser Hauptproblem sind Hier sind Leute unterwegs die uns verhhnen und verspotten;08.01.25 12:54;0;0;de;NO
ZeugeZ;no_location;welt polizeiberlin Hat die polizeiberlin alle amp von etwa schon Oder sind es soviele das eine beim kein Sinn macht Und sie deswegen lieber in ermitteln;08.01.25 22:47;0;2;de;NO
zinskritik;Deutschland;patkaczmarczyk Das erste wo gekrzt werden sollte wren die sinnlosen Rstungsausgaben Aber unsere werten Politik krzen immer da wo es Not tut;08.01.25 22:48;0;0;de;NO
Zweitversuch;Germany;GdPHauptstadt dpa Tagesspiegel tagesschau ZDF FunkeBerlin WELTAMSONNTAG RTLcom sat1 berlinerzeitung SZ Weil ihr Saftnasen unfhig seid kommt ihr mit Verboten Schade dass man Dummheit nicht verbieten kann Berlin Fast 40 Prozent der SilvesterTter ohne deutschen Pass;06.01.25 23:25;0;0;de;NO
berlinerzeitung;Berlin;Ibrahim M. soll #Bšller auf Polizisten geworfen haben â€“ vor mehr als drei Jahren. Von schnellen Strafen und konsequentem #Rechtsstaat kann keine Rede sein. https://t.co/pjcc4tnZKj;14.01.25 07:34;17;56;de;NO
fragmentiert;Hannover;"#Bšller verletzt neun #Menschen auf #Darttunier ! Obwohl #Silvester vorbei ist entfacht der #Vorfall die #Debatte Ÿber ein #Bšllerverbot neu !! https://t.co/mfPZHrhJ4u""";13.01.25 18:14;0;4;de;NO
HobergCarsten;no_location;"Aha, #Chinesen machen kein #Feuerwerk und haben keine #Bšller, weil sooooo umweltfreundlich! ps: Es handelt sich um das westliche Neujahrs-Datum, das chinesische mit mehrstŸndigem Tagesfeuerwerk (qualmende Raketen) kommt noch. https://t.co/mvGRPgn2Ng""";13.01.25 13:45;0;0;de;NO
wochenblattnews;Aulendorf;"Bšller-Angriff auf Wahlhelfer in Hochdorf #Biberach #Bšller #Bundestag #Hochdorf #Knallkšrper #KriminalitŠt #Partei #Wahl https://t.co/Z4ZmGQn4qD https://t.co/bFkJC5BCha""";13.01.25 12:38;0;0;de;NO
TAG24B;Berlin;Durch #Bšller schwer verletzt: Spendenaktion fŸr #Berliner Polizisten gestartet. #gofundme https://t.co/h6osfNPXSy;12.01.25 18:25;1;1;de;NO
AnjaMarkm;Deutschland;"Was sagt die @AfD_FraktionNRW dazu? Ist das gerecht? â Die Landeshauptstadt DŸsseldorf hat keine #Busselder gegen die #Bšller-†beltŠter an Silvester, die sogar in der dicht gedrŠngten Menschenmenge am Rheinufer zŸndelten und knallten, verhŠngt. https://t.co/UdktK0sI9M""";12.01.25 16:21;0;0;de;NO
MaxeBauman8205;Deutschland;"@berlinerzeitung @RicardoLange4 #Silvester wurde schon jahrzehntelang mit #Boeller,#Feuerwerk,usw gefeiert. Nur weil hauptsŠchlich gewaltbereiter #Migrationshintergrund damit Krieg spielt soll eine  Tradition wegfallen? NEIN! Die Hersteller sollten auch zur Pflicht genommen werden die #Boeller leiser zu machen!""";12.01.25 10:19;0;0;de;NO
mousseman;no_location;Seht euch das an - es hat GrŸnde, wieso gewisse #Bšller in der Schweiz eine Genehmigung brauchen..... https://t.co/kQ1qNnQx6E;11.01.25 22:34;0;0;de;NO
marillion13;Baden-WŸrttemberg;"https://t.co/OhqwthXMOF @Umwelthilfe @innn_it @WEBDENews Ich werde am 19. d. M. 54 und hab noch gar nie #Bšller oder #Raketen losgelassen wir hatten frŸher schon immer Katzen und ich hatte WellisÉ @tierschutz_bund @VIERPFOTEN @PETADeutschland @tierimfokus""";11.01.25 16:26;1;1;de;NO
bzberlin;Berlin;"Jetzt doch! Berliner SPD fordert #Bšller-Verbot https://t.co/rvm4H4gtfz""";09.01.25 15:58;8;52;de;NO
Saltytrees;Mšlln;@dennoch_berlin @kaiwegner @NancyFaeser @Bundeskanzler LŠuft! Jetzt gibt es kein Wegducken mehr. Schluss mit dem alljŠhrlichen Silvesterterror! #Boeller https://t.co/yhcCHNmjje;09.01.25 13:18;0;1;de;NO
GoscheUff;no_location;Ich wŸrd ja so nen #Bšller #Bagaluten mal 1 Tag bei den  RettungskrŠften mitfahren lassen,dass die Idioten mal sehen was hier fŸr Arbeit geleistet wird. https://t.co/8RfBCmyDm4;09.01.25 12:18;0;2;de;NO
Weber_AfD;Paderborn;"Die meisten Silvesterjihadisten in Berlin hatten einen arabischen Vornamen. Wie kommt das bloÃŸ? Ich dachte, alle Menschen seien gleich, Deutsche machten das doch auch und nur ein Bšllerverbot kšnnte uns helfen #Silvester #Bšller #Berlin""";09.01.25 08:10;0;0;de;NO
oedpmuenchen;München;"#Bšller sind gefŠhrlich, umweltschŠdlich und einfach nervig. Darum wollen wir das #Feuerwerksverbot in #MŸnchen ausweiten. https://t.co/eTC4QY5um2""";08.01.25 16:00;1;4;de;NO
xSaxtoniX;Deutschland;"Die Geschehnisse in Berlin zu Silvester noch mal in ein Video! #Silvesternacht #Berlin #chaos #Feuerwerk #Deutschlandzuerst #bšller https://t.co/0MlTKOwRcL""";08.01.25 15:40;1;5;de;NO
612Mondkalb;no_location;"Sie lŸgen wie gedruckt #Silvesternacht #Bšller Doppelte StaatsbŸrgerschaft wird nie beachtet . #muhameds https://t.co/NSHr7PbOKd""";08.01.25 11:36;0;0;de;NO
MarcelAuermann;Berlin;"#Debatte um #Bšller-#Verbot: Zentrale #Feuerwerke auf #Steuerzahler-#Kosten? https://t.co/a5YGEx0L46""";08.01.25 10:59;0;0;de;NO
Encilai;Weyhe;"Seit 31 Jahren zum ersten Mal bei diesem #Silvester gesehen, dass es Raketen auch ohne den Plastikstšpsel gibt Warum war das nicht schon frŸher so? Das spart Plastik und ist auch einfacher! #Bšller #Feuerwerk #Raketen""";08.01.25 00:31;0;0;de;NO
DanjaminCraig;no_location;FrŸher war das lauteste an #Silvester der Knall der #Bšller. Heute sind es die Sirenen der #Feuerwehr. Vielleicht sollten wir mal drŸber nachdenken, was hier schief lŠuft.;07.01.25 22:31;0;2;de;NO
DanjaminCraig;no_location;Wenn ich nach einer #Silvesternacht mehr Ÿber #Politik als Ÿber #Bšller hšre, weiÃŸ ich: Die Deutschen haben wieder mal das neue Jahr mit 'ner Runde Diskussion gestartet. 2025 wird also klassisch.;07.01.25 22:27;0;2;de;NO
true_cyprian;no_location;"Permanente Verbote bringen keine Lšsungen. #2025 #bšllerverbot #bšller #raketen #šrr #silvester #chaos #explosion #angriffe #polizei #migration #lšsung #bšllerverbotszonen #schuss #grŸne #cdu #afd #spd #fdp #bŸndnissahrawagenknecht https://t.co/i4EEOfbugA""";07.01.25 20:56;0;0;de;NO
tvberlin;Berlin;"Brandenburger Innenministerin Lange bezeichnet #Bšller-Verbot als ""Scheinlšsung"" #Scholz gegen #Wehretat-Erhšhung #CSU-Landesgruppenchef Dobrindt #AfD-Zuwachs durch #Ampel-Politik Nachrichten auf tvberlun uter: https://t.co/iIUETwyXhJ https://t.co/dbEeTWnNwQ""";07.01.25 17:00;0;0;de;NO
steffi2105;no_location;"Ich habe soeben die Petition fŸr die Kampagne âBundesweites Bšllerverbot, jetzt!unterschrieben. Gehe jetzt auf https://t.co/sgeA4gzR4t, falls du auch die Kampagne unterstŸtzen willst! #Bšller""";07.01.25 13:39;0;7;de;NO
Sabeth_Pademira;Hamburg;"#Silvester #Feuerwerk #Boeller Man frage sich wer aus welchen GrŸnden diesen kostenintensiven! stšrenden Krach LŠrm und MŸll braucht will - thread: https://t.co/VNwc6lVWWS""";07.01.25 11:19;0;0;de;NO
gemusegurke;no_location;"NatŸrlich kommt das System erwartungsgemŠss mit ""Mehrheitlich Deutsche"" #Boellerverbot #Silvester2025 #Bšller Alles Andere hŠtte mich gewundert.""";07.01.25 11:01;0;1;de;NO
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
